dataset,seed,scope,coverage,abstention_rate,conflict_rate,fallback_rate,exact_rate,covered_accuracy,covered_macro_f1,all_object_accuracy,rule_count,granule_count,mean_rule_length,mean_rule_confidence,threshold_count,covered_fidelity_to_base,all_object_fidelity_to_base,seconds
AwA2,42,protocol_a_closed_world_test,0.8468854655056932,0.1531145344943068,0.13784326858673812,0.09296718017414601,0.9070328198258539,0.4054096804808605,0.31743348853408354,0.3433355659745479,57,15334,3.9649122807017543,0.42183809248110105,54,0.4109459031951914,0.3480241125251172,15.581458330154419
AwA2,43,protocol_a_closed_world_test,0.8257200267916945,0.17427997320830546,0.15847287340924313,0.11105157401205626,0.8889484259879438,0.3823815704088254,0.28381135397293805,0.31574012056262557,61,13869,4.016393442622951,0.4402194570002294,54,0.39487345879299157,0.3260549229738781,15.069992542266846
AwA2,44,protocol_a_closed_world_test,0.8925653047555258,0.10743469524447424,0.09390488948425987,0.10368385800401875,0.8963161419959812,0.40507279003451896,0.3343494232375439,0.36155391828533157,56,15272,4.053571428571429,0.4333872612096265,54,0.4070238631247186,0.3632953784326859,16.096023082733154
AwA2,45,protocol_a_closed_world_test,0.9027461486939049,0.0972538513060951,0.0826523777628935,0.10368385800401875,0.8963161419959812,0.40480783499035466,0.3208054185890217,0.3654387139986604,59,15127,4.0508474576271185,0.4398854104169848,54,0.4128208933076124,0.3726724715338245,14.090380907058716
AwA2,46,protocol_a_closed_world_test,0.7721366376423309,0.22786336235766913,0.214735432016075,0.07501674480910918,0.9249832551908909,0.3887925052047189,0.28621275340283997,0.3002009377093101,62,14598,4.112903225806452,0.4647427031371575,54,0.3985079805690493,0.30770261219022105,13.74545407295227
