signature,support,majority_label,majority_count,purity,n_labels,is_deterministic,label_counts
"(0, 1, 2, 0, 0, 1, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 3)",1,46,1,1.0,1,True,{46: 1}
"(2, 0, 0, 2, 1, 0, 0, 3, 0, 0, 3, 0, 0, 1, 3, 0, 3, 0)",1,19,1,1.0,1,True,{19: 1}
"(0, 1, 1, 0, 2, 0, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1)",1,29,1,1.0,1,True,{29: 1}
"(0, 0, 1, 3, 0, 3, 1, 3, 1, 0, 1, 0, 0, 1, 1, 0, 3, 0)",1,44,1,1.0,1,True,{44: 1}
"(0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 0, 2, 1)",1,39,1,1.0,1,True,{39: 1}
"(0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 1, 0, 2, 2)",1,36,1,1.0,1,True,{36: 1}
"(1, 0, 1, 3, 1, 1, 0, 2, 0, 1, 1, 1, 1, 3, 1, 1, 3, 0)",1,26,1,1.0,1,True,{26: 1}
"(0, 2, 0, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2)",1,22,1,1.0,1,True,{22: 1}
"(0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 0, 1, 3, 0, 1, 2)",1,24,1,1.0,1,True,{24: 1}
"(2, 1, 0, 3, 1, 1, 0, 3, 0, 0, 1, 0, 0, 2, 1, 0, 2, 0)",1,32,1,1.0,1,True,{32: 1}
"(0, 1, 3, 1, 2, 1, 3, 1, 3, 3, 0, 3, 3, 1, 0, 0, 0, 2)",1,2,1,1.0,1,True,{2: 1}
"(0, 0, 3, 0, 1, 1, 3, 1, 3, 3, 0, 2, 3, 0, 0, 1, 0, 2)",1,17,1,1.0,1,True,{17: 1}
"(1, 0, 0, 3, 1, 1, 1, 3, 0, 1, 1, 1, 1, 2, 1, 0, 2, 1)",1,9,1,1.0,1,True,{9: 1}
"(0, 2, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 1, 2)",1,48,1,1.0,1,True,{48: 1}
"(0, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2)",1,36,1,1.0,1,True,{36: 1}
"(0, 0, 1, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 1, 0, 0, 2, 1)",1,22,1,1.0,1,True,{22: 1}
"(1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2)",1,48,1,1.0,1,True,{48: 1}
"(1, 3, 1, 0, 0, 0, 1, 3, 1, 1, 1, 1, 1, 0, 0, 0, 1, 2)",1,36,1,1.0,1,True,{36: 1}
"(1, 3, 1, 0, 2, 1, 1, 2, 1, 1, 0, 0, 0, 0, 1, 1, 1, 2)",1,6,1,1.0,1,True,{6: 1}
"(1, 0, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 1, 3, 0, 0, 2, 0)",1,26,1,1.0,1,True,{26: 1}
"(0, 3, 0, 0, 2, 1, 0, 3, 0, 0, 2, 1, 1, 0, 1, 1, 1, 1)",1,15,1,1.0,1,True,{15: 1}
"(0, 0, 2, 2, 0, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 0, 2, 1)",1,35,1,1.0,1,True,{35: 1}
"(0, 2, 0, 2, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0)",1,45,1,1.0,1,True,{45: 1}
"(0, 0, 2, 3, 0, 1, 2, 1, 2, 2, 1, 1, 1, 3, 1, 1, 2, 0)",1,29,1,1.0,1,True,{29: 1}
"(0, 3, 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 2, 0, 1, 0, 1, 2)",1,36,1,1.0,1,True,{36: 1}
"(0, 0, 1, 1, 0, 1, 1, 2, 1, 1, 3, 0, 0, 1, 3, 0, 2, 1)",1,19,1,1.0,1,True,{19: 1}
"(0, 1, 0, 2, 2, 3, 0, 3, 0, 0, 2, 0, 0, 0, 3, 3, 2, 1)",1,42,1,1.0,1,True,{42: 1}
"(1, 1, 0, 3, 1, 1, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0)",1,45,1,1.0,1,True,{45: 1}
"(0, 0, 2, 3, 0, 3, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1)",1,1,1,1.0,1,True,{1: 1}
"(0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 3, 1, 1, 3, 0)",1,26,1,1.0,1,True,{26: 1}
"(1, 1, 1, 2, 3, 2, 1, 3, 1, 1, 0, 1, 1, 1, 1, 3, 1, 0)",1,30,1,1.0,1,True,{30: 1}
"(1, 2, 0, 1, 2, 0, 0, 3, 0, 0, 2, 0, 0, 1, 1, 0, 2, 1)",1,45,1,1.0,1,True,{45: 1}
"(1, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 1, 0, 2, 0, 1, 2)",1,18,1,1.0,1,True,{18: 1}
"(0, 0, 1, 2, 0, 0, 1, 2, 1, 1, 1, 1, 0, 3, 0, 0, 2, 1)",1,28,1,1.0,1,True,{28: 1}
"(2, 1, 0, 2, 2, 3, 0, 3, 0, 0, 2, 0, 0, 0, 3, 3, 2, 1)",1,12,1,1.0,1,True,{12: 1}
"(0, 1, 3, 0, 0, 1, 3, 1, 3, 2, 1, 2, 2, 0, 1, 0, 0, 2)",1,23,1,1.0,1,True,{23: 1}
"(0, 1, 0, 3, 2, 0, 1, 3, 0, 1, 0, 0, 1, 2, 0, 1, 2, 0)",1,9,1,1.0,1,True,{9: 1}
"(1, 0, 1, 2, 0, 0, 0, 2, 0, 1, 2, 0, 0, 3, 1, 0, 2, 1)",1,29,1,1.0,1,True,{29: 1}
"(2, 3, 0, 1, 3, 1, 0, 3, 0, 0, 0, 0, 1, 1, 1, 3, 1, 0)",1,30,1,1.0,1,True,{30: 1}
"(0, 3, 1, 0, 1, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2)",1,36,1,1.0,1,True,{36: 1}
"(1, 0, 1, 3, 1, 3, 1, 3, 0, 1, 1, 1, 1, 2, 2, 2, 2, 0)",1,32,1,1.0,1,True,{32: 1}
"(0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 2, 0, 0, 3, 2, 0, 3, 0)",1,9,1,1.0,1,True,{9: 1}
"(1, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 0, 1, 0, 1, 2)",1,1,1,1.0,1,True,{1: 1}
"(0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 0, 0, 3, 1, 1, 2, 0)",1,34,1,1.0,1,True,{34: 1}
"(0, 1, 1, 0, 2, 0, 0, 2, 1, 1, 2, 0, 0, 3, 2, 1, 1, 1)",1,29,1,1.0,1,True,{29: 1}
"(0, 2, 0, 2, 1, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 2, 0)",1,21,1,1.0,1,True,{21: 1}
"(2, 3, 1, 0, 2, 0, 0, 3, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1)",1,36,1,1.0,1,True,{36: 1}
"(1, 1, 0, 3, 1, 1, 0, 3, 0, 0, 2, 1, 1, 1, 1, 0, 3, 0)",1,45,1,1.0,1,True,{45: 1}
"(0, 3, 1, 0, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 0, 1, 2)",1,36,1,1.0,1,True,{36: 1}
"(0, 1, 3, 0, 0, 1, 2, 1, 3, 2, 0, 2, 2, 0, 0, 0, 0, 3)",1,13,1,1.0,1,True,{13: 1}
"(0, 1, 1, 3, 2, 3, 0, 3, 0, 0, 0, 0, 0, 0, 2, 3, 2, 1)",1,42,1,1.0,1,True,{42: 1}
"(1, 1, 0, 2, 1, 1, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 2, 1)",1,48,1,1.0,1,True,{48: 1}
"(1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 1, 0, 3, 0)",1,25,1,1.0,1,True,{25: 1}
"(0, 1, 0, 3, 2, 2, 0, 3, 0, 0, 2, 0, 0, 1, 2, 3, 2, 0)",1,40,1,1.0,1,True,{40: 1}
"(0, 3, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1, 1, 1, 0, 0, 1, 2)",1,6,1,1.0,1,True,{6: 1}
"(0, 3, 0, 1, 1, 1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1)",1,48,1,1.0,1,True,{48: 1}
"(2, 1, 0, 3, 1, 3, 0, 3, 0, 0, 1, 0, 1, 0, 2, 2, 1, 1)",1,12,1,1.0,1,True,{12: 1}
"(0, 3, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 3)",1,6,1,1.0,1,True,{6: 1}
"(0, 0, 3, 1, 0, 1, 2, 1, 3, 2, 2, 1, 1, 1, 1, 0, 1, 2)",1,35,1,1.0,1,True,{35: 1}
"(0, 0, 3, 0, 1, 0, 3, 0, 3, 3, 2, 2, 2, 0, 2, 0, 1, 3)",1,23,1,1.0,1,True,{23: 1}
"(1, 3, 0, 0, 2, 1, 1, 3, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1)",1,0,1,1.0,1,True,{0: 1}
"(0, 0, 2, 3, 0, 3, 2, 2, 2, 2, 1, 1, 1, 0, 1, 0, 1, 1)",1,44,1,1.0,1,True,{44: 1}
"(0, 0, 1, 1, 1, 0, 0, 2, 1, 0, 2, 0, 0, 3, 2, 1, 1, 1)",1,25,1,1.0,1,True,{25: 1}
"(0, 3, 0, 0, 2, 0, 1, 3, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2)",1,6,1,1.0,1,True,{6: 1}
"(2, 0, 1, 3, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0)",1,34,1,1.0,1,True,{34: 1}
"(1, 0, 1, 3, 0, 3, 0, 3, 1, 0, 1, 0, 0, 0, 1, 1, 3, 0)",1,1,1,1.0,1,True,{1: 1}
"(0, 2, 1, 1, 2, 0, 1, 2, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1)",1,6,1,1.0,1,True,{6: 1}
"(0, 0, 2, 2, 0, 1, 2, 2, 2, 2, 1, 1, 2, 0, 0, 0, 2, 1)",1,44,1,1.0,1,True,{44: 1}
"(0, 3, 0, 1, 2, 0, 0, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,6,1,1.0,1,True,{6: 1}
"(0, 2, 0, 1, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 1, 2, 0)",1,26,1,1.0,1,True,{26: 1}
"(0, 3, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",1,6,1,1.0,1,True,{6: 1}
"(1, 0, 1, 3, 1, 2, 0, 2, 0, 0, 1, 0, 0, 2, 1, 1, 3, 0)",1,47,1,1.0,1,True,{47: 1}
"(0, 2, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1)",1,7,1,1.0,1,True,{7: 1}
"(0, 1, 0, 1, 1, 2, 0, 2, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1)",1,42,1,1.0,1,True,{42: 1}
"(0, 0, 2, 3, 0, 3, 2, 2, 2, 1, 0, 0, 1, 0, 0, 1, 3, 1)",1,44,1,1.0,1,True,{44: 1}
"(0, 0, 1, 2, 1, 0, 1, 2, 1, 1, 2, 1, 1, 2, 1, 0, 2, 1)",1,33,1,1.0,1,True,{33: 1}
"(0, 0, 1, 3, 0, 3, 1, 2, 1, 0, 2, 0, 1, 0, 2, 0, 3, 1)",1,1,1,1.0,1,True,{1: 1}
"(1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,13,1,1.0,1,True,{13: 1}
"(1, 1, 0, 1, 2, 0, 0, 2, 0, 0, 3, 1, 1, 1, 2, 1, 2, 0)",1,47,1,1.0,1,True,{47: 1}
"(0, 0, 0, 3, 2, 3, 1, 3, 1, 0, 0, 0, 0, 0, 1, 3, 3, 0)",1,42,1,1.0,1,True,{42: 1}
"(2, 2, 0, 3, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0)",1,4,1,1.0,1,True,{4: 1}
"(2, 3, 0, 0, 1, 0, 0, 3, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2)",1,15,1,1.0,1,True,{15: 1}
"(1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 3, 0, 0, 2, 3, 0, 3, 1)",1,24,1,1.0,1,True,{24: 1}
"(0, 0, 1, 3, 0, 1, 0, 2, 1, 1, 0, 1, 1, 3, 0, 1, 2, 0)",1,26,1,1.0,1,True,{26: 1}
"(0, 2, 0, 1, 1, 2, 0, 2, 1, 0, 2, 0, 0, 0, 2, 1, 1, 1)",1,42,1,1.0,1,True,{42: 1}
"(1, 2, 0, 1, 2, 1, 0, 3, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0)",1,39,1,1.0,1,True,{39: 1}
"(1, 0, 0, 3, 0, 1, 0, 3, 0, 0, 2, 1, 1, 2, 2, 0, 3, 0)",1,5,1,1.0,1,True,{5: 1}
"(0, 2, 1, 0, 0, 0, 1, 3, 1, 1, 0, 2, 2, 0, 0, 0, 1, 2)",1,15,1,1.0,1,True,{15: 1}
"(1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1)",1,22,1,1.0,1,True,{22: 1}
"(1, 0, 2, 2, 0, 1, 2, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1)",1,35,1,1.0,1,True,{35: 1}
"(0, 0, 2, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 2, 1, 0, 1, 2)",1,13,1,1.0,1,True,{13: 1}
"(3, 1, 1, 3, 2, 3, 1, 3, 0, 1, 0, 1, 1, 1, 2, 3, 1, 0)",1,14,1,1.0,1,True,{14: 1}
"(0, 2, 2, 0, 0, 0, 2, 2, 2, 1, 0, 1, 1, 0, 0, 0, 1, 3)",1,27,1,1.0,1,True,{27: 1}
"(0, 0, 2, 3, 0, 3, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1)",1,44,1,1.0,1,True,{44: 1}
"(0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 2, 1)",1,28,1,1.0,1,True,{28: 1}
"(0, 0, 3, 0, 0, 2, 3, 0, 3, 3, 1, 3, 3, 0, 1, 0, 1, 2)",1,17,1,1.0,1,True,{17: 1}
"(0, 2, 0, 1, 2, 1, 0, 3, 0, 1, 0, 1, 1, 1, 0, 1, 2, 0)",1,39,1,1.0,1,True,{39: 1}
"(0, 0, 1, 3, 0, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 3, 0)",1,47,1,1.0,1,True,{47: 1}
"(0, 1, 2, 0, 1, 0, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 0, 2)",1,13,1,1.0,1,True,{13: 1}
"(0, 0, 2, 1, 0, 1, 2, 1, 2, 2, 1, 2, 2, 1, 0, 0, 1, 1)",1,22,1,1.0,1,True,{22: 1}
"(0, 2, 0, 1, 2, 0, 0, 3, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1)",1,32,1,1.0,1,True,{32: 1}
"(1, 0, 1, 3, 1, 0, 2, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0)",1,28,1,1.0,1,True,{28: 1}
"(0, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 0, 0, 1, 1, 1, 2, 1)",1,39,1,1.0,1,True,{39: 1}
"(0, 0, 0, 3, 0, 3, 0, 2, 0, 0, 2, 1, 1, 2, 2, 1, 3, 0)",1,5,1,1.0,1,True,{5: 1}
"(0, 0, 3, 0, 1, 1, 3, 0, 3, 3, 0, 3, 3, 2, 0, 0, 1, 2)",1,49,1,1.0,1,True,{49: 1}
"(1, 0, 0, 3, 0, 3, 0, 2, 0, 0, 2, 0, 0, 0, 2, 1, 3, 1)",1,42,1,1.0,1,True,{42: 1}
"(2, 0, 0, 3, 1, 1, 0, 2, 0, 0, 3, 0, 0, 2, 2, 1, 3, 0)",1,47,1,1.0,1,True,{47: 1}
"(1, 0, 3, 2, 0, 2, 3, 1, 3, 2, 1, 2, 2, 2, 1, 1, 1, 1)",1,35,1,1.0,1,True,{35: 1}
"(0, 1, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 1, 3, 0, 0, 2, 0)",1,28,1,1.0,1,True,{28: 1}
"(0, 0, 2, 0, 0, 0, 2, 1, 2, 2, 1, 1, 1, 2, 1, 0, 1, 2)",1,41,1,1.0,1,True,{41: 1}
"(0, 0, 2, 0, 1, 1, 2, 1, 2, 1, 3, 1, 1, 0, 3, 1, 1, 1)",1,24,1,1.0,1,True,{24: 1}
"(0, 2, 0, 1, 2, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1)",1,41,1,1.0,1,True,{41: 1}
"(1, 0, 1, 3, 0, 2, 1, 2, 1, 1, 1, 0, 0, 3, 1, 1, 2, 0)",1,26,1,1.0,1,True,{26: 1}
"(1, 0, 2, 3, 0, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 0, 2, 1)",1,35,1,1.0,1,True,{35: 1}
"(2, 0, 1, 3, 2, 3, 1, 3, 1, 1, 0, 0, 0, 1, 2, 3, 2, 0)",1,14,1,1.0,1,True,{14: 1}
"(0, 2, 2, 0, 1, 0, 1, 1, 2, 1, 2, 0, 0, 1, 2, 0, 0, 3)",1,13,1,1.0,1,True,{13: 1}
"(0, 0, 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 0, 3, 2, 3, 2, 0)",1,40,1,1.0,1,True,{40: 1}
"(1, 2, 0, 1, 2, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1)",1,0,1,1.0,1,True,{0: 1}
"(0, 0, 0, 3, 0, 1, 0, 2, 0, 1, 2, 1, 1, 2, 2, 0, 3, 0)",1,9,1,1.0,1,True,{9: 1}
"(1, 1, 1, 0, 1, 0, 1, 2, 1, 1, 2, 1, 1, 1, 1, 0, 1, 2)",1,27,1,1.0,1,True,{27: 1}
"(1, 3, 0, 0, 2, 0, 0, 3, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1)",1,0,1,1.0,1,True,{0: 1}
"(0, 3, 0, 0, 1, 0, 0, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2)",1,20,1,1.0,1,True,{20: 1}
"(0, 0, 1, 3, 0, 1, 1, 2, 1, 1, 0, 1, 1, 1, 0, 0, 2, 1)",1,22,1,1.0,1,True,{22: 1}
"(0, 0, 1, 3, 0, 2, 1, 2, 1, 0, 2, 0, 0, 1, 2, 1, 3, 1)",1,1,1,1.0,1,True,{1: 1}
"(1, 0, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 0)",1,9,1,1.0,1,True,{9: 1}
"(2, 1, 1, 1, 1, 1, 0, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1)",1,47,1,1.0,1,True,{47: 1}
"(0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 2, 0, 0, 1, 1, 0, 3, 0)",1,45,1,1.0,1,True,{45: 1}
"(2, 0, 1, 3, 2, 2, 1, 3, 1, 1, 1, 0, 0, 1, 2, 3, 1, 0)",1,14,1,1.0,1,True,{14: 1}
"(1, 0, 1, 3, 0, 2, 0, 2, 1, 0, 2, 1, 1, 1, 2, 1, 3, 1)",1,1,1,1.0,1,True,{1: 1}
"(1, 2, 1, 1, 0, 0, 0, 3, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1)",1,22,1,1.0,1,True,{22: 1}
"(1, 0, 0, 3, 0, 3, 1, 2, 0, 1, 2, 1, 1, 2, 2, 1, 3, 0)",1,9,1,1.0,1,True,{9: 1}
"(1, 3, 0, 2, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",1,4,1,1.0,1,True,{4: 1}
"(2, 0, 1, 3, 0, 1, 1, 2, 0, 0, 2, 0, 1, 1, 2, 0, 3, 0)",1,38,1,1.0,1,True,{38: 1}
"(1, 0, 0, 3, 0, 1, 0, 3, 0, 0, 1, 1, 1, 3, 0, 1, 3, 0)",1,25,1,1.0,1,True,{25: 1}
"(0, 0, 0, 3, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 1, 0, 3, 0)",1,47,1,1.0,1,True,{47: 1}
"(1, 2, 1, 2, 3, 2, 2, 3, 1, 1, 0, 1, 1, 1, 1, 3, 1, 0)",1,30,1,1.0,1,True,{30: 1}
"(0, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1)",1,41,1,1.0,1,True,{41: 1}
"(0, 0, 1, 3, 0, 0, 0, 3, 0, 1, 2, 1, 1, 2, 1, 0, 2, 0)",1,32,1,1.0,1,True,{32: 1}
"(0, 0, 1, 3, 0, 0, 1, 2, 1, 1, 0, 0, 0, 3, 0, 0, 2, 1)",1,25,1,1.0,1,True,{25: 1}
"(2, 0, 0, 3, 0, 1, 1, 2, 0, 1, 1, 1, 2, 2, 2, 1, 3, 0)",1,9,1,1.0,1,True,{9: 1}
"(0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 3, 0, 0, 1, 2, 0, 3, 1)",1,19,1,1.0,1,True,{19: 1}
"(0, 3, 0, 0, 2, 1, 0, 2, 0, 0, 2, 1, 1, 0, 2, 2, 1, 1)",1,39,1,1.0,1,True,{39: 1}
"(0, 2, 0, 2, 2, 1, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1)",1,45,1,1.0,1,True,{45: 1}
"(0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2)",1,36,1,1.0,1,True,{36: 1}
"(0, 2, 2, 0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 1, 2, 0, 1, 3)",1,13,1,1.0,1,True,{13: 1}
"(0, 2, 0, 1, 2, 0, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1)",1,6,1,1.0,1,True,{6: 1}
"(1, 1, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 1, 3, 0)",1,28,1,1.0,1,True,{28: 1}
"(0, 0, 3, 0, 1, 0, 2, 1, 3, 2, 2, 2, 2, 1, 2, 1, 1, 2)",1,46,1,1.0,1,True,{46: 1}
"(0, 0, 1, 3, 0, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 0, 3, 1)",1,1,1,1.0,1,True,{1: 1}
"(1, 0, 1, 3, 0, 1, 0, 2, 1, 1, 1, 0, 0, 3, 1, 1, 2, 0)",1,26,1,1.0,1,True,{26: 1}
"(2, 3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1)",1,30,1,1.0,1,True,{30: 1}
"(0, 0, 2, 1, 0, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1)",1,1,1,1.0,1,True,{1: 1}
"(1, 3, 0, 2, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",1,48,1,1.0,1,True,{48: 1}
"(3, 1, 1, 3, 2, 3, 0, 3, 0, 0, 0, 0, 0, 1, 2, 3, 1, 0)",1,14,1,1.0,1,True,{14: 1}
"(0, 0, 1, 3, 1, 1, 0, 2, 0, 1, 1, 0, 1, 2, 1, 1, 3, 0)",1,26,1,1.0,1,True,{26: 1}
"(1, 0, 1, 0, 1, 0, 1, 2, 1, 1, 3, 1, 0, 1, 2, 0, 1, 2)",1,24,1,1.0,1,True,{24: 1}
"(0, 0, 1, 3, 1, 1, 1, 2, 0, 1, 2, 1, 1, 1, 2, 0, 3, 0)",1,38,1,1.0,1,True,{38: 1}
"(0, 2, 3, 0, 2, 0, 3, 1, 3, 2, 1, 2, 2, 1, 0, 0, 0, 2)",1,2,1,1.0,1,True,{2: 1}
"(0, 0, 1, 3, 0, 3, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 3, 0)",1,9,1,1.0,1,True,{9: 1}
"(2, 2, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0, 0, 1, 1, 0, 0, 3)",1,13,1,1.0,1,True,{13: 1}
"(0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 3, 1, 1, 1, 3, 0, 2, 2)",1,24,1,1.0,1,True,{24: 1}
"(1, 0, 2, 2, 0, 2, 2, 2, 2, 2, 0, 1, 1, 0, 1, 0, 1, 1)",1,44,1,1.0,1,True,{44: 1}
"(0, 3, 0, 0, 2, 0, 0, 3, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,39,1,1.0,1,True,{39: 1}
"(0, 0, 2, 2, 0, 0, 1, 1, 2, 1, 2, 1, 1, 3, 0, 0, 2, 0)",1,11,1,1.0,1,True,{11: 1}
"(0, 2, 0, 0, 2, 0, 1, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1)",1,39,1,1.0,1,True,{39: 1}
"(1, 0, 0, 3, 0, 0, 1, 2, 0, 1, 1, 1, 1, 3, 0, 0, 3, 0)",1,28,1,1.0,1,True,{28: 1}
"(0, 0, 2, 2, 0, 0, 2, 2, 1, 2, 1, 2, 2, 1, 0, 0, 1, 1)",1,45,1,1.0,1,True,{45: 1}
"(2, 2, 0, 1, 2, 0, 0, 3, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1)",1,4,1,1.0,1,True,{4: 1}
"(2, 1, 1, 2, 2, 2, 0, 3, 0, 0, 1, 0, 1, 0, 2, 2, 1, 1)",1,12,1,1.0,1,True,{12: 1}
"(0, 1, 0, 3, 1, 3, 0, 3, 0, 0, 2, 0, 0, 0, 3, 3, 3, 1)",1,42,1,1.0,1,True,{42: 1}
"(2, 1, 1, 2, 2, 3, 0, 3, 0, 0, 1, 0, 0, 0, 3, 3, 1, 1)",1,12,1,1.0,1,True,{12: 1}
"(0, 1, 0, 3, 1, 1, 0, 3, 0, 0, 2, 0, 0, 2, 2, 1, 3, 0)",1,9,1,1.0,1,True,{9: 1}
"(1, 3, 0, 0, 2, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2)",1,39,1,1.0,1,True,{39: 1}
"(0, 1, 0, 3, 1, 2, 0, 3, 0, 0, 2, 0, 0, 1, 1, 1, 2, 0)",1,31,1,1.0,1,True,{31: 1}
"(1, 1, 3, 0, 1, 0, 3, 1, 3, 2, 0, 2, 3, 1, 0, 0, 0, 2)",1,49,1,1.0,1,True,{49: 1}
"(0, 2, 0, 1, 2, 1, 0, 3, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0)",1,39,1,1.0,1,True,{39: 1}
"(2, 2, 0, 1, 2, 0, 0, 3, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1)",1,41,1,1.0,1,True,{41: 1}
"(0, 1, 3, 0, 1, 0, 3, 1, 3, 2, 1, 1, 1, 1, 0, 0, 1, 2)",1,44,1,1.0,1,True,{44: 1}
"(0, 0, 2, 1, 0, 2, 2, 1, 2, 2, 1, 1, 1, 0, 1, 0, 1, 2)",1,44,1,1.0,1,True,{44: 1}
"(1, 0, 3, 0, 1, 2, 3, 0, 3, 3, 1, 3, 3, 1, 1, 2, 0, 2)",1,3,1,1.0,1,True,{3: 1}
"(2, 0, 0, 2, 0, 2, 0, 2, 0, 0, 3, 0, 1, 0, 3, 0, 3, 1)",1,19,1,1.0,1,True,{19: 1}
