dataset,method,n_seeds,test_mae_mean,test_mae_sd,test_rmse_mean,test_rmse_sd,coverage_mean,coverage_sd,covered_accuracy_mean,covered_accuracy_sd,covered_fidelity_to_base_mean,covered_fidelity_to_base_sd,all_object_accuracy_mean,all_object_accuracy_sd,conflict_rate_mean,conflict_rate_sd,abstention_rate_mean,abstention_rate_sd
AwA2,WEDD,5,0.10287529944169131,0.0005323376085768927,0.14838381437947043,0.0006880604096551881,0.8480107166778298,0.05300022582981353,0.39729287622385573,0.010925743957305565,0.4048344197979127,0.007828988248421768,0.3372538513060951,0.028537808298886285,0.13752176825184192,0.05318384192527961,0.15198928332217015,0.05300022582981353
