dataset,seed,scope,test_mae,test_rmse,coverage,abstention_rate,conflict_rate,fallback_rate,exact_rate,covered_accuracy,covered_macro_f1,all_object_accuracy,rule_count,granule_count,mean_rule_length,mean_rule_confidence,threshold_count,covered_fidelity_to_base,all_object_fidelity_to_base,seconds
Derm7pt,42,resnet50_imagenet1k_v2_official_test_split,0.23588707054082472,0.3108401403156879,0.9898734177215189,0.010126582278481067,0.0,0.14177215189873418,0.8582278481012658,0.5728900255754475,0.18621626600350005,0.5670886075949367,10,207,2.7,0.42099943757931424,21,0.7416879795396419,0.7341772151898734,1.1665122509002686
