dataset,seed,q,scope,coverage,abstention_rate,conflict_rate,fallback_rate,exact_rate,covered_accuracy,covered_macro_f1,all_object_accuracy,rule_count,granule_count,mean_rule_length,mean_rule_confidence,threshold_count,covered_fidelity_to_base,all_object_fidelity_to_base,seconds
SUN,42,10,closed_world_seen_test,0.11124031007751937,0.8887596899224807,0.8887596899224807,0.03178294573643411,0.9682170542635659,0.027874564459930314,0.004006687946496428,0.0031007751937984496,580,2794,4.006896551724138,0.026785196107788733,30,0.05226480836236934,0.005813953488372093,7.686663389205933
SUN,42,20,closed_world_seen_test,0.09263565891472868,0.9073643410852713,0.9065891472868217,0.011627906976744186,0.9883720930232558,0.04184100418410042,0.004893091404719311,0.003875968992248062,580,8182,4.017241379310345,0.028398799087564926,60,0.058577405857740586,0.005426356589147287,10.16656231880188
SUN,42,40,closed_world_seen_test,0.08875968992248062,0.9112403100775194,0.9100775193798449,0.0034883720930232558,0.9965116279069768,0.09606986899563319,0.009773906490732755,0.008527131782945736,580,9249,4.017241379310345,0.031724652118763,120,0.12663755458515283,0.01124031007751938,16.99972367286682
SUN,42,60,closed_world_seen_test,0.08837209302325581,0.9116279069767442,0.9112403100775194,0.0003875968992248062,0.9996124031007751,0.08333333333333333,0.01019904597606376,0.007364341085271318,580,9267,4.001724137931035,0.026826437172469266,180,0.08333333333333333,0.007364341085271318,24.269052028656006
SUN,42,80,closed_world_seen_test,0.13449612403100775,0.8655038759689923,0.8655038759689923,0.0,1.0,0.10086455331412104,0.00934840208524419,0.013565891472868217,580,9269,4.017241379310345,0.03380952843456301,240,0.1642651296829971,0.022093023255813953,33.288580894470215
SUN,42,102,closed_world_seen_test,0.13410852713178295,0.865891472868217,0.8658914728682171,0.0003875968992248062,0.9996124031007751,0.10982658959537572,0.011051113349334963,0.014728682170542635,580,9269,4.031034482758621,0.03889226180685729,306,0.17052023121387283,0.022868217054263566,39.616204261779785
