rule_id,antecedent,antecedent_text,consequent,consequent_name,support,confidence,coverage,conflict_count,antecedent_length,original_antecedent_length,source,covered_indices_sample
R0001,{'5': 0},blue_whitish_veil=s0,3,nevus,166,0.6927710843373494,0.4019370460048426,51,1,7,boundary_high_confidence,"[2, 4, 9, 13, 15, 18, 20, 21, 22, 24, 25, 28, 29, 30, 31, 32, 34, 37, 42, 43]"
R0002,"{'2': 1, '3': 3, '5': 2, '6': 0}",pigmentation=s1 AND regression_structures=s3 AND blue_whitish_veil=s2 AND vascular_structures=s0,2,melanoma,18,0.4444444444444444,0.043583535108958835,10,4,4,semantic_prototype,"[19, 33, 54, 64, 69, 120, 144, 157, 165, 172, 207, 264, 277, 327, 370, 378, 384, 400]"
R0003,"{'0': 0, '1': 1, '2': 1, '4': 1}",pigment_network=s0 AND streaks=s1 AND pigmentation=s1 AND dots_and_globules=s1,6,vascular_lesion,12,0.3333333333333333,0.029055690072639227,8,4,4,semantic_prototype,"[51, 96, 97, 101, 102, 161, 207, 306, 320, 410, 411, 412]"
R0004,"{'0': 1, '1': 1, '2': 1, '3': 1}",pigment_network=s1 AND streaks=s1 AND pigmentation=s1 AND regression_structures=s1,0,basal_cell_carcinoma,13,0.23076923076923078,0.031476997578692496,10,4,4,semantic_prototype,"[17, 36, 118, 143, 145, 197, 204, 205, 206, 263, 345, 404, 405]"
R0005,"{'1': 1, '2': 1, '4': 2, '6': 0}",streaks=s1 AND pigmentation=s1 AND dots_and_globules=s2 AND vascular_structures=s0,5,seborrheic_keratosis,37,0.1891891891891892,0.08958837772397095,30,4,4,semantic_prototype,"[19, 21, 24, 30, 42, 44, 50, 53, 57, 91, 93, 111, 116, 121, 142, 191, 194, 196, 198, 200]"
R0006,"{'1': 1, '2': 0, '5': 0, '6': 2}",streaks=s1 AND pigmentation=s0 AND blue_whitish_veil=s0 AND vascular_structures=s2,1,dermatofibroma,6,0.16666666666666666,0.014527845036319613,5,4,4,semantic_prototype,"[95, 148, 173, 273, 317, 401]"
R0007,"{'2': 1, '4': 2, '5': 0, '6': 2}",pigmentation=s1 AND dots_and_globules=s2 AND blue_whitish_veil=s0 AND vascular_structures=s2,4,other,13,0.15384615384615385,0.031476997578692496,11,4,4,semantic_prototype,"[9, 70, 105, 138, 146, 150, 151, 205, 319, 372, 376, 379, 387]"
