dataset,seed,scope,test_mae,test_rmse,coverage,abstention_rate,conflict_rate,fallback_rate,exact_rate,covered_accuracy,covered_macro_f1,all_object_accuracy,rule_count,granule_count,mean_rule_length,mean_rule_confidence,threshold_count,covered_fidelity_to_base,all_object_fidelity_to_base,seconds
Derm7pt,42,retrospective_technical_validation_official_test_split,0.24330483742817255,0.32302947418739075,0.9240506329113924,0.07594936708860756,0.005063291139240506,0.4708860759493671,0.529113924050633,0.42191780821917807,0.18523151924806194,0.389873417721519,7,279,3.5714285714285716,0.31586001465519536,20,0.5287671232876713,0.48860759493670886,7.797166347503662
